"uuid","name","number","city","state","obedience","createdAt","updatedAt"
"9f57cfb2-4da2-4989-bbdc-38e21dd8c46b",Arca da Aliança,"107",Aragoiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
"9ffa2697-46aa-43f4-b710-b74eca8dd92b",Manoel Guilhermino Dos Santos,"161",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
a07d1c28-5100-4f14-b743-8836742cf2a7,Monte Sinai,"2064",Quirinópolis,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
a11dd1ee-1aeb-48dc-b6ad-e8ca22a71ae9,Fraterna União,"1615",Goiatuba,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
a2a4a8d9-5dba-4d40-849a-515aae3f76b7,Luz do Oriente,"82",Silvânia,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
a5b146a3-cb77-4fe1-bb28-60dc7486e24e,Acácia Brasiliense,"1183",Goiânia,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
a753d94e-fbe9-4958-be98-d9f6a235c538,Vitória da Razão,"1188",Itaberai,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
a7628a4a-bde6-44cf-a380-19a593568747,União Cidade Dos Pomares,"115",Morrinhos,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
a866f479-e56e-46aa-a57b-87e004d4236c,Agnor Lourenço Dias,"67",Mara Rosa,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
a96d05ea-36f1-4312-ae2e-34409979c89b,General Lauro Sodré,"1392",Uruana,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
a9de4f50-982a-4602-bff5-dbe955258299,Luz da Cachoeira,"109",Cachoeira Dourada,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
ab4449a8-cdbf-4d97-882b-727b279bec9e,João Pedro Junqueira,"2181",Anápolis,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
ac0ea55d-217c-4a04-b28d-240cd2f8ad0c,Mensageiros da Liberdade,"2513",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
ad6bc581-6212-4df6-9645-85458c570e0f,Amor e Luz,"1159",Pires do Rio,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
ae274929-120b-4afb-b356-3c0c7fbff6cc,Plenitude do Sigilo,"1920",Jussara,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
af4ec674-9b54-441e-b785-7adc9ae9364d,Obreiros da Lei e da Verdade,"3438",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
af5f47bd-f86a-4375-a42c-72fbeb715e71,União de Canaã,"2010",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
b05fd894-fbad-42b3-a81a-4e61e8750346,Rubens de Oliveira Lopes,"89",Santa Terezinha De Goiás,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
b17b9837-64b3-4e02-b250-3a3c52c336d1,Adelino Ferreira Machado,"1957",Hidrolândia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
b26767a2-7841-4918-9389-98388e52649a,Estrela de Davi,"150",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
b3a48812-91da-4aa3-98c3-988eb5a08153,Harmonia e Verdade,"1793",Santa Helena de Goiás,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
b412a08d-866b-4560-9ecc-5ca1a2ef8cd4,Estrela de Goiás,"49",Goiânia,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
b489e44a-7ecb-422d-a95b-a357f1e2d595,União e Harmonia Planaltinense,"3775",Planaltina,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
b573d412-6eb8-401b-a50a-4e4900567f6f,Nerópolis,"4316",Neropólis,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
b7f5b39e-752a-40b3-beb8-7325db47606b,Anhanguera,"14",Palmelo,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
b97f12b6-a2e0-44c6-930c-149f46f92f11,João Xxiii,"3192",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
bcfc1df7-0d8f-4b71-8c51-f19f91d61ea1,Templarios do Bem,"1498",Rubiataba,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
be489069-fbf3-400c-a7e8-15bce99219b4,"7 de Setembro","2126",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
bf3e48e6-680c-4842-8abc-fab3dbbaef55,Urias de Oliveira Filho,"108",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
c0037135-db17-4861-b740-4a35e1156934,Fraternidade Formosense,"43",Formoso,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
c073e2a8-339c-42ef-afe6-fd5464148144,Capela Aparecidense,"2923",Aparecida de Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
c20e8aef-b1fb-4017-95f1-d8bb9b538558,Independência do Universo,"159",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
c2245be3-4037-4fa9-a31f-83fc1a4bb834,Vitalino Clemente Peixoto,"137",Trindade,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
c36628ca-283e-433c-bb36-164749b37b29,União e Justiça,"74",Goiás,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
c40b9da5-2df1-425f-a626-ce9e5d312198,Harmonia e Fraternidade,"2753",Formosa,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
c41df04c-8e55-4227-854f-41ea29f1bfe7,Pedro Ludovico Teixeira,"94",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
c4210083-6a00-4ba1-8299-e9ff611e878d,Mensageiros da Arte Real,"3189",Aguas Lindas de Goiás,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
c9494316-73bb-41ea-a6cc-070d034de5cb,Templários do Oriente,"3799",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
c9cf9f6a-be29-49c9-8f9d-207672c41d78,"Luz, Amor e Vida","2079",Goiânia,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
c9e08da2-bdaa-48a2-95e5-b812bf5bfd98,União do Horizonte,"119",Goiânia,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
cd1c0e25-dab4-44d6-b947-b42df345417d,Imperatriz,"15",Formosa,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
cdfc4392-f488-469d-a24f-7eb128e42b32,Acácia Campo Alegrense,"3203",Campo Alegre,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
ce70b11c-6505-42f3-880d-9879a77a4269,Dimas Nasser,"2398",Bom Jardim de Goiás,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
ceaba965-8e41-4c42-ba11-fc30d247a4e5,Marechal Deodoro,"46",Goiânia,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
cfd448e1-9705-45f1-bfed-49d20bf2fb24,João Guerra de Oliveira,"2154",Goiatuba,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
cfe38ada-a1c0-4bb7-a8de-448dde9df46e,Mahatma Ghandi,"53",Itajá,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
d1180ab0-0d88-4b65-b8b2-9434632381a6,Vale do Tocantins,"1338",Uruaçu,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
d1e077c9-4cfd-4d5e-95e7-22eef216b10d,Defensores da Ordem,"169",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
d3d48012-88eb-41f7-b0ce-c3912ba2b343,Obreiros de Amós,"145",Vianópolis,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
d4a6910e-d1f1-4470-8a70-090fa2ea1966,Loja de Pesquisas Maçônicas Brasil Central,"2676",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
d54e9776-d6c2-4a54-a3b2-eb5a4b522720,Vasco Coutinho,"60",Jataí,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
d55da461-88ff-4c8f-aa73-6044b4a44b7f,Santos Reis Magos,"166",Nova Veneza,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
d57c230a-4e94-428e-acc0-c26f336943bc,Acadêmica Jair Assis Ribeiro,"4108",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
d5b5c83d-1ec9-4857-a7fd-1e5e36f6403d,Asilo da Virtude,"1132",Goiandira,GO,GOB,"2025-08-20 14:42:38","2025-08-20 14:42:38"
d5e75efc-edea-4817-b99b-f7f9d43b8a1f,Vale do Araguaia,"112",Araguapaz,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
d6e71c6e-0acd-42b1-8df1-2fc146457f5a,União Fraternal,"5",Jandaia,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
d6e7cf22-b608-4b9e-b3a8-d26c2fd880c0,União e Justiça Anapolina,"1907",Anápolis,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
d97da88b-361e-4d59-86eb-78858b4a6596,Ordem e Progresso,"1196",Goiânia,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
d9e3226a-60e3-40ff-964d-93e350385714,Real Segredo,"134",Anápolis,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
da85507a-42d7-4f86-a829-573f5a43ddea,Vale do Rio Claro,"1992",Montes Claros,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
dc87b606-bbb4-41a2-b2c6-88fd191484d4,Estrela Buritialegrense,"1359",Buriti Alegre,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
e18697eb-4f22-4b71-9b6a-ddbb11548b63,Esperança de Goiás,"26",Goiânia,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
e2c61a88-bfe8-45ff-b255-303c70bbd943,Luz e Trabalho,"2206",Valparaíso de Goiás,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
e3d97a00-a4cf-4fc0-92b3-e3e1d8049290,Nascente das Águas,"167",Cabeceiras,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
e49dcf85-f7ea-410a-890c-3f6e2d54a1a2,Alvorada de Aragarças,"1955",Aragarças,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
e4c4b4a1-86b2-4b1e-8c7e-21f462f12b2a,Liberdade do Sudoeste,"2145",Jatai,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
e759161c-9ca9-4276-b7e3-321192259612,Filhos da Justiça,"2284",Goiânia,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
e801af99-0d30-4bcb-9306-701ff6f78e46,Sesquicentenário da Independência,"44",Caçu,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
ea3d5936-4e81-4731-be51-ec314bfd18cf,Fraternidade Meiapontense,"1236",Pirenopolis,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
eaf07c59-f833-4ca3-929f-fa43b8a55b44,Construtores do Templo,"140",Anápolis,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
eb72a47f-7227-4e2c-b0c1-e60c571ea885,Moacyr Tavares Canto,"88",Nova Veneza,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
ebde9954-8847-4313-95da-9262fd035410,Estrela do Sudoeste,"1645",Paranaiguara,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
ec22358e-095f-4ec5-bcbe-218b3591347d,Aparecida de Goiânia,"138",Aparecida De Goiânia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
ee2bc04f-3e35-42c8-93c2-ab8768f8fd03,Justiça e Lealdade,"3441",Cidade Ocidental,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
eead9f93-a30e-49da-adac-0cb04c55dc68,Adonhiram Primeira,"11",Goiânia,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
ef699d13-0f64-4756-ab2d-c91b23c68df3,Acácia Pontalinense,"38",Pontalina,GO,GLEG,"2025-08-20 14:42:45","2025-08-20 14:42:45"
f123dcdc-facb-4857-a790-16492b5693e6,Geraldo Ribeiro da Costa,"70",Petrolina De Goiás,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
f379d39c-ab59-412b-8230-a707fd898bc3,Cavaleiros de Aço,"4354",Goiânia,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
f497d963-8627-46d7-9724-8a2f914f867c,Obreiros da Paz Ouroverdense,"2490",Ouro Verde,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
f4d47706-b428-4208-918d-751cd9825190,Grão-Mestre Antônio Batista Xavier,"170",Goiânia,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
f62ad112-4cfc-4dbe-8373-69f0e54fb653,Brasil Central,"16",Leopoldo De Bulhões,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
f641504e-1eff-4902-b795-0d894a43b5b1,Vale do Bom Sucesso,"149",Senador Canedo,GO,GLEG,"2025-08-20 14:42:49","2025-08-20 14:42:49"
f6645c14-058e-4753-8d18-2edb1dac5bc4,União Santelenense,"100",Santa Helena De Goiás,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
f687a502-1f01-4048-82ef-ecddda1f9975,"Deus, Ordem e Progresso","1481",Palmeiras de Goiás,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
f6b1ec02-cde0-41d3-b9e4-dae8948bdbfe,Acácia Amarela Anapolina,"4305",Anápolis,GO,GOB,"2025-08-20 14:42:44","2025-08-20 14:42:44"
f8b38de2-fca9-4499-a838-2a8a68b73421,Tubalcaim,"64",Goiânia,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
f968b763-bc07-453b-99e8-b8ebf616f8e4,Universitária Goiana,"4094",Goiânia,GO,GOB,"2025-08-20 14:42:43","2025-08-20 14:42:43"
fa2da1cc-f0c1-44b9-8e9f-79c1b9842d6f,O Valor da Verdade,"135",Mundo Novo,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
fa655f63-d79f-4908-a4c9-f57b501da703,"Trabalho, Cultura e Perfeição","1887",Aparecida de Goiânia,GO,GOB,"2025-08-20 14:42:40","2025-08-20 14:42:40"
fabb7bd0-4351-437b-93d8-49c29eba92c5,Paz e Trabalho,"86",Iporá,GO,GLEG,"2025-08-20 14:42:46","2025-08-20 14:42:46"
fba5f10a-5d87-49e0-a069-4150b7254baf,Aprendizes do Bem,"1940",Piranhas,GO,GOB,"2025-08-20 14:42:41","2025-08-20 14:42:41"
fc8a0b62-5567-4460-83a7-802eeae86755,Roteiro da Amizade,"1330",Neropólis,GO,GOB,"2025-08-20 14:42:39","2025-08-20 14:42:39"
fd2580e0-30a9-4857-b0bd-0374cb586ad5,Gênesis,"10",Pires Do Rio,GO,GLEG,"2025-08-20 14:42:44","2025-08-20 14:42:44"
fdede7b7-7896-467c-82f5-4e09127c6223,José Marcelino da Silva,"2217",Catalão,GO,GOB,"2025-08-20 14:42:42","2025-08-20 14:42:42"
ff1e1de0-6738-4c23-bde9-4bb2eb395e07,"21 de Abril","95",São Luís De Montes Belos,GO,GLEG,"2025-08-20 14:42:47","2025-08-20 14:42:47"
fff88bc0-31eb-4dd5-8813-195098a07601,Luz da Mantiqueira,"121",Niquelândia,GO,GLEG,"2025-08-20 14:42:48","2025-08-20 14:42:48"
